userid,itemid,rating
738630,686884,10
720430,1309118,10
742478,135750,10
34858,1498329,10
587803,131533,10
620364,149739,10
74777,2015822,8
458621,926842,10
368778,1207217,10
543250,1614071,10
235845,1417294,10
850287,1346753,10
420826,362332,10
5493,1788819,10
486027,139086,8
129471,174086,8
592441,428942,10
64594,183194,8
177442,544045,10
778579,187477,10
569900,925665,10
257971,1717449,6
538464,1018841,8
80730,1567172,6
44098,2224658,8
657367,132135,10
454572,665360,10
905140,166633,8
192238,1971103,10
682289,1463543,10
509041,974504,8
881338,168610,10
688735,2248191,10
720468,1016759,8
729945,1225471,10
74329,1463543,10
90224,473854,10
126879,2692985,6
304767,933691,10
162729,131117,10
750643,1729232,10
778703,198271,6
417079,128959,10
182333,1563416,10
215971,1796247,10
829820,2746761,10
370147,1174307,10
745202,1450450,10
292883,132738,10
764926,1938670,10
532618,180843,10
911002,2377735,10
432972,439630,10
122212,1746190,10
303589,782051,10
7107,1726756,8
381946,876938,8
394558,143094,8
761246,1653378,10
265079,1690461,6
309168,1236359,10
44998,833599,10
37864,859692,10
983417,2936752,8
677550,2281848,10
506460,139792,8
840831,1077123,10
742478,123793,6
997692,708549,8
329783,963476,10
82743,1899687,10
124760,1504330,10
824638,168592,10
685596,233953,10
398694,2337876,10
586572,1250367,10
666447,2719579,6
69076,1793377,10
71315,130259,8
621002,210180,6
229092,1413486,4
106915,2209432,10
201253,619157,10
95291,833666,10
454690,1433766,10
449666,258206,10
877135,1236359,10
112175,1337205,10
121429,166006,8
383704,168610,10
87415,147594,10
133065,802815,10
226365,194232,10
249269,234276,10
802379,1010926,6
734855,123793,10
368610,137585,10
492915,1789714,8
778845,1194539,10
246347,1770781,10
850427,124204,8
907898,336097,8
728900,2906332,10
296196,2531493,10
535691,294486,10
649457,925665,8
867922,2190326,10
566405,850498,8
429999,1731993,10
242318,123793,10
26272,1800440,6
264262,537285,10
469782,1567172,10
737172,1640972,8
101978,2673990,6
274596,157448,10
690406,937638,6
202879,2463317,10
910922,1430716,10
632098,1057664,10
285836,530513,10
318226,126335,10
402299,138431,10
324490,637042,10
629447,154002,8
195793,1586512,10
986172,1076484,10
902352,1700282,10
360573,1574534,10
274214,140321,10
936970,2404693,8
927028,693185,10
378463,1498329,10
878754,160612,10
567712,134393,10
32735,143094,8
213210,230856,8
776625,162634,10
680510,1366699,8
789361,503972,10
765586,233953,10
279890,180843,10
215787,2955585,8
179733,128959,10
315949,1682362,10
96369,938882,4
667260,1527117,10
149840,191243,10
96001,1064397,10
795160,1979533,10
952856,1698166,10
492690,616682,10
77169,152662,10
857488,1764436,10
800102,193361,10
206969,730008,10
351878,158028,10
430607,2871469,10
529391,183194,8
472391,2333654,10
226734,2521310,8
833675,1172239,10
496317,2360471,10
576622,137585,10
760172,1469072,10
73816,1590962,8
776484,343444,10
935176,127865,10
513255,2903209,10
270430,132135,10
991115,152836,8
286417,127865,10
83127,134015,10
284717,658625,10
923717,859889,10
853487,1005880,10
756548,1930948,8
26156,1308013,10
961206,1298692,10
255284,244379,10
231730,1746190,10
359189,127865,10
190440,1502343,8
636112,1730006,10
894407,152662,8
608212,200269,10
478762,484069,8
863295,2841727,8
814836,145417,8
669753,797218,10
134214,730008,10
407069,2569978,10
718089,765473,10
514058,716777,10
288877,2344108,10
401141,589412,8
615012,532135,6
15276,1673120,10
495562,141688,10
631698,1695279,10
985680,1215281,10
724250,2817812,10
70043,168592,8
20841,2019803,10
526100,136860,10
702345,724319,10
293217,1106101,8
701160,130727,10
918079,1844025,8
401217,873547,8
815534,195076,10
213325,133584,8
535918,231418,8
60363,468020,10
50892,1869763,8
971904,1368315,10
980902,133584,10
426845,172914,10
412461,2438408,8
189785,383730,6
993146,1729232,10
840452,265806,10
487272,355463,10
563537,2250584,8
280952,172027,8
954274,1112955,4
704084,2478626,8
129144,1229740,10
824579,1515649,10
361493,2752000,10
807353,132738,10
886537,371022,10
159412,1730182,10
413851,1941937,8
44612,155735,8
137529,1955988,10
668370,172027,8
434963,1594020,10
955281,181453,10
609556,132135,10
157411,2775456,10
127786,123373,8
515582,126335,8
92088,2080312,10
469471,683251,10
656347,142179,8
976483,1136365,8
920541,1207360,10
117912,763288,10
485388,1259708,10
629701,146684,8
950493,1427330,10
839385,187984,6
359028,1063576,10
139716,806803,8
273767,661589,8
151751,149913,8
40570,199231,10
376616,1687082,10
874067,501426,10
38740,1317878,10
192946,123793,10
132196,2536470,10
698518,125465,10
594276,1841448,8
40834,1099081,10
182640,779946,8
256413,131117,10
444635,166633,10
589493,1309537,10
422546,1292843,8
949650,2027145,10
684943,673731,10
805713,131533,10
267326,2354093,8
119047,1186923,10
602403,756784,10
569107,2874874,10
684071,190793,8
785417,2214689,8
265955,986296,10
959226,1419083,8
621233,190529,10
889155,613031,6
651085,1547971,10
579130,130727,8
757846,1661761,10
906351,864981,10
334035,1193716,8
538601,1835732,10
654187,589983,10
611954,1076484,8
697274,125465,10
777877,1976130,6
21006,1687082,10
441764,617766,10
570130,1213752,10
912527,683251,10
355452,968649,10
557692,1963564,8
707820,1674806,10
776452,1121132,10
491470,125465,8
162520,362332,10
429418,1896772,10
226696,166633,8
867877,1640972,8
296247,1437612,10
711957,2337876,10
93804,1441199,6
720996,1210233,10
935234,1714387,10
135480,184374,8
401972,149655,10
747323,141761,8
597442,1591403,8
582679,749329,8
12275,1805488,2
968399,1036192,10
734484,2303880,10
808300,1584000,10
235882,131533,8
265573,574286,8
268720,920132,10
103852,1869763,10
584273,451754,10
539891,127865,10
4655,196859,10
623237,765473,8
529616,522755,8
505850,1596783,10
981058,1800907,10
494644,556224,10
722699,1424883,10
694093,2776206,10
8221,889239,2
827170,125465,10
906350,550322,10
909888,1982904,10
524285,2560917,10
937334,943143,10
818642,152836,10
339310,1661761,10
110559,806803,6
535650,1630965,10
535417,2374957,10
664914,1207360,8
841186,197170,8
866845,1018841,8
576422,131698,10
159617,152836,8
468677,183945,8
855555,970010,10
27229,2832407,6
358054,455720,8
79593,174086,8
240511,126335,8
620291,1541730,8
270747,131117,10
822264,948174,8
871022,276763,10
236645,862446,8
353493,138431,8
993059,2080447,10
748194,2257456,8
557330,1706040,8
600390,125564,10
248009,868096,8
975770,159395,8
87239,136110,10
386898,1516843,10
994152,1949394,10
320760,458919,10
131604,1603811,10
399815,1498534,10
762128,1808470,6
771605,127865,10
614483,2916826,10
832517,466944,8
474580,2966087,10
511297,1729232,10
991029,2341911,10
487667,169961,8
685112,131117,8
88730,670966,10
718561,130259,8
269712,1679420,8
85881,325470,10
532548,2565135,10
953736,1971393,4
17428,588840,10
501850,536592,10
254039,591853,8
826040,1880626,8
294702,2770385,10
101718,126335,4
57447,125465,8
653530,1309537,10
683038,127865,10
399713,172027,8
603693,2337876,10
102528,149739,8
695000,126335,10
982411,730008,8
302060,141300,8
976672,2595236,10
49140,176490,10
621553,1412068,6
223926,2490518,8
516788,2004376,10
730786,2432534,10
703685,128730,10
223717,1018841,10
349078,2440235,10
296416,2392287,10
778579,930824,10
161957,149739,10
312173,149739,10
875810,175600,10
390551,1714731,8
413790,1512783,10
559425,872951,10
928057,1869056,10
701781,1360406,10
394833,730008,10
392947,1484383,10
340554,166006,10
799647,987536,10
498655,1334728,8
188575,126335,8
617,2104233,10
487034,188052,8
367033,1238932,10
565419,800996,10
864191,2914063,10
811547,1523882,10
337025,1225430,8
563202,1015626,10
476622,162634,6
656379,1675905,10
46676,1834911,10
182640,1016759,10
274415,638318,10
432274,960906,10
206987,1992625,10
531134,1913424,4
232409,1687082,10
877196,374312,6
932575,555308,10
573040,1851598,8
821140,2800959,8
534239,472922,10
978363,549751,10
257847,2902058,10
441242,1141067,10
790193,1213752,10
562672,1515649,8
362951,383730,10
17293,1411562,10
311821,466944,10
47178,864981,10
715077,144931,6
953284,1366101,8
473067,2845075,8
57294,1110676,10
396079,1219754,10
328213,2174236,10
619638,241461,10
2996,1029668,8
76405,136110,8
665724,255241,10
276727,1746190,10
626678,1441700,6
972877,595269,10
575893,424691,10
555648,913691,10
987373,259136,6
422740,1711224,8
545532,130727,6
447946,1391906,10
477551,1949394,8
872375,1826136,8
227005,1501987,8
657431,127865,10
990595,1548554,8
732588,128959,10
55843,124204,8
904114,1460767,8
714253,1764436,8
490698,1186923,10
335613,1044125,10
452818,887695,10
673509,2758287,10
266260,500622,10
248535,2590191,10
234255,1505709,10
209621,172027,10
780004,1621646,8
46262,573147,10
352351,123373,10
346136,483545,10
635150,140321,8
563228,1675905,10
81035,1429022,10
110541,607037,10
257589,1567172,10
698553,468020,10
467841,1786364,10
897231,2396750,10
987028,1060700,8
541216,1699509,8
178484,1428087,10
113975,1600987,10
64647,2531779,8
229888,130259,10
454294,925665,8
789319,1279220,8
309974,1617260,10
858238,127081,10
856672,183200,10
47677,2379488,10
968159,693185,10
829208,155820,10
869584,616682,10
137993,147594,10
297930,2578061,10
138818,508973,6
846157,172027,4
509003,1079034,8
675278,545632,10
477463,1793377,10
137122,1831026,10
950771,417055,10
471762,2459331,10
436056,783215,10
873094,136110,10
737199,2344108,10
950270,1494967,10
853057,921642,10
681113,789767,10
226012,693849,10
737085,174086,10
135127,2269659,10
429126,1961311,8
113975,405197,10
939652,1805488,10
391706,657626,8
297521,1320203,10
52469,1688316,10
159286,188052,8
901858,174086,8
643272,684381,8
843929,174086,8
390121,2422435,4
313256,977381,10
132599,353973,10
269712,279859,10
604252,2521310,10
3809,1831026,10
292394,2124631,10
667463,145906,10
631724,868096,8
321164,987052,8
109429,927817,10
60425,128730,8
312493,585830,8
930487,1859039,10
295137,1860720,10
45387,1224461,10
310177,834620,10
669288,657768,10
419559,2955585,8
552497,1110676,10
621561,186629,8
508479,1427330,10
956996,130259,10
50424,174391,8
507512,1980086,10
617384,1729232,10
435605,588840,10
728691,930279,10
392879,132738,10
273369,2871253,10
369448,1316404,8
375548,2495121,8
344217,2955585,10
905582,1671465,10
260408,178058,10
302132,142179,6
337018,1368672,10
239548,962489,8
934014,123373,2
708204,1220393,8
350425,135750,10
847469,450618,10
18669,183194,8
286783,1609392,10
422976,795734,10
616450,1538250,10
451173,2565135,10
935060,865585,10
883886,124553,10
752880,174391,8
13044,154002,10
223510,2511676,10
923385,174086,8
483420,1207217,8
362951,1417294,10
817747,168592,10
661407,1209909,10
456355,2130962,10
974974,922038,10
802580,152836,10
639652,2814635,10
539954,1857455,8
705717,1133906,10
564038,2349556,8
267875,1986986,4
636520,1676837,10
753461,2008057,10
766211,128959,10
960719,1730006,10
311967,181737,8
523777,174258,10
35597,1693615,10
465420,1240309,10
173483,480832,8
722452,2861781,6
562422,1814016,8
162319,344877,10
967183,1048184,10
45288,1238932,8
263635,1429859,10
119126,968649,10
880006,903647,10
102707,305868,6
367560,1246981,8
72537,174086,8
247096,1300112,10
637883,1729232,8
618260,1881176,10
596742,806803,10
273636,1800907,10
88539,125564,6
181643,181453,10
350015,1064397,10
548221,686139,8
760286,1954806,10
899599,1108814,8
636213,921642,8
884345,1841448,10
119679,125564,10
749454,128959,8
503667,1706448,10
673546,136110,10
839750,2829293,8
771765,1316404,8
248335,2743152,10
196854,2537366,10
918697,2145129,10
391864,188485,10
231424,699225,10
500260,966875,8
687548,1108814,6
23777,2545378,10
845022,127865,10
344988,703458,6
660683,1872602,10
466232,424691,6
515542,1900480,8
183875,2239596,8
583664,350461,8
758534,127081,8
742630,536592,10
311136,126335,10
784472,182915,10
314415,158028,8
374722,1469072,10
823983,2190326,8
625999,1395315,10
293767,2037685,8
165094,610956,10
245961,1240309,10
269454,838983,8
201842,1147823,10
393043,1274956,8
903729,2874536,8
236123,123793,10
474314,147594,8
870429,2742743,8
404345,2862443,8
68587,638318,10
952040,1882731,10
422740,2835610,8
622745,902200,10
286377,1251617,10
559207,530513,8
842923,125465,4
985810,1134208,10
734346,797218,4
841295,144051,10
53198,2850568,8
437422,132135,10
504321,1260666,10
432555,1530271,10
543538,166633,10
759441,124204,8
46887,290919,10
697264,1112955,8
245583,2595491,6
633547,1210233,10
591632,2905597,8
861066,693849,8
233339,1839031,10
85712,341294,6
927813,607037,10
576892,1526552,10
212913,2620667,8
148036,576743,10
835431,944512,8
56323,1769937,10
47584,872951,10
506256,124204,10
788580,992169,8
266550,174086,10
997058,1224461,10
425178,1543836,8
452119,703458,8
893652,1408079,10
364476,1482569,10
406916,138431,10
338646,1574548,10
417667,1916198,8
341648,1987884,10
95601,417055,6
186924,982621,10
903169,2185654,10
328074,1056174,10
744279,131117,8
163725,132738,10
480448,2121378,10
171486,178058,10
344894,2192234,10
898054,124553,8
18095,724319,8
592732,1514308,10
50683,2236220,10
366780,638318,10
723312,132738,10
939351,132738,6
391360,194182,10
577778,154002,8
836131,1340234,8
139855,1553158,6
881924,1703776,10
939021,807839,10
239570,1433766,8
122848,2080312,8
870203,1050416,8
89399,617013,10
612689,353973,8
375703,1314014,10
293323,2289206,10
9932,1662825,10
153455,1122460,10
934890,671958,8
761619,1516843,10
344000,614384,10
589944,2553295,10
815707,2526819,6
783691,125564,8
361314,1325648,10
82497,1565667,8
957130,1184628,10
226044,1796472,10
266424,1830328,6
617760,151551,10
644515,1934641,10
170229,126335,10
333358,2750726,10
242564,1851598,8
278943,1226293,10
480307,1384226,10
630850,2660685,10
457954,152662,10
309353,149739,10
336018,126335,10
731834,487992,10
32925,453349,10
592732,508973,10
439422,127495,10
275153,138431,10
105358,145906,10
333867,2859490,8
722414,1566870,10
902538,2902058,10
557302,1033454,10
723762,126335,10
802670,1498329,10
267711,2571458,10
203625,125465,8
691468,536592,10
645726,757135,10
990540,1076484,10
766615,139086,10
810245,166633,10
504339,2542285,10
545266,1018841,8
781130,1219459,10
180577,1368315,10
21675,730008,10
479142,1049981,6
524416,859889,10
604852,125424,10
158404,143094,10
643311,154652,10
46566,2824638,10
453823,1434272,4
509898,432275,8
259041,870021,10
596736,1030240,10
495571,143094,10
468835,147594,8
420094,148089,8
985064,137585,10
238706,517998,10
774199,959200,8
592226,208647,8
616450,2094768,10
952452,1701960,10
451470,1584094,10
637019,149739,10
567473,1331220,8
501485,1300249,10
853121,668280,10
468958,368421,10
707366,1990624,10
909034,622041,8
818141,2396750,8
585066,2516218,10
19844,1676837,10
944546,2141414,8
848318,1057930,10
963171,492649,10
845608,2846069,10
182780,152510,10
394561,623847,10
449145,1328898,10
217222,811442,8
4520,1213427,10
21503,147020,6
156289,1141067,10
204127,1194539,6
9381,1036192,10
493826,1113599,10
930675,1873684,8
260220,522755,10
321760,713790,8
46428,1172052,10
762850,644208,8
132049,2090774,8
974526,152662,10
483552,676280,8
7724,553143,8
391439,1598962,10
781474,2460620,10
189318,979046,8
559203,140321,10
282571,123793,10
221496,182578,4
910721,531077,8
290383,132135,10
80783,627759,10
76560,986296,10
580776,2358935,10
340175,714449,10
123230,2739219,6
762316,145906,10
466573,1566348,10
687301,2140050,6
14102,126335,8
56524,304354,8
753165,2160087,8
615094,2494898,10
542463,178429,8
72174,145906,10
692813,1738544,10
976636,172027,8
263006,763393,10
940649,182578,8
740738,1956527,10
840792,1962198,10
245216,145906,10
890408,1715008,10
371199,153475,10
944967,1808901,8
735463,1982904,10
555409,1584094,8
549930,730008,10
726315,188052,8
744085,1570915,8
214108,1863819,10
53923,1045120,10
790626,2236896,8
727391,174086,8
178281,1046153,8
14615,166633,10
836297,166006,10
443936,236557,8
62897,131698,10
345809,326784,10
966547,1680968,10
459820,123793,10
663363,1009546,8
698131,551782,8
611616,1717449,4
976310,1210233,10
552373,617766,10
382373,1050242,10
810024,305868,10
108484,948396,10
582686,1800249,10
847383,174086,10
167767,174086,8
716069,127495,8
124577,182578,8
59221,495224,10
958066,1528722,8
115953,1108814,8
398211,340686,10
15219,1685669,10
567111,127865,8
197403,2859339,8
991996,429191,8
553081,933691,10
556915,2784137,8
614335,1499974,10
176455,2366355,10
485953,1787191,10
645450,1010328,10
347090,918827,10
852534,136110,8
42288,1056939,8
295086,1010328,10
869829,1265357,10
38176,833666,10
427225,2068650,8
504127,2225950,10
997992,2445656,10
141602,1686764,8
731137,755371,10
648320,127495,8
113769,1000254,8
389896,166633,10
114682,2215258,10
983610,325470,10
866651,1889597,8
319996,254493,8
51853,158028,8
701080,547674,10
654981,1453669,8
923743,709832,8
704181,1662059,10
838680,753788,8
216553,144051,10
196335,2917165,8
679893,136860,10
824712,176490,10
178362,126335,10
820080,766885,8
426041,1060700,10
729066,974504,10
17636,865585,10
242318,330238,6
596983,862446,10
252100,1869763,8
742258,277366,10
462238,131533,8
981694,2586703,10
846375,144051,8
904969,2044701,10
358997,1076484,8
532998,1249961,10
891619,1609392,10
939140,2440064,10
935985,816840,2
93559,665360,10
776484,2286628,10
949967,862446,10
136028,1464345,10
485721,172027,10
36141,2329479,6
538832,538143,8
751091,1527946,10
915878,1057664,10
821513,466944,2
63317,124204,10
362951,399913,10
782656,166633,8
267349,131117,10
719854,2826127,10
421035,474665,10
840422,595269,10
2968,382919,10
255715,1219459,10
155158,1729232,10
862266,187984,10
49596,1241917,10
542977,1867652,10
174026,2051413,10
327180,1662825,10
22074,360837,10
43663,148089,8
102895,1831026,10
674985,1920477,8
404338,1904556,10
494546,730008,10
271826,417055,8
324148,2125959,8
237028,191243,10
549273,943243,10
281556,174086,8
652937,131533,10
161886,154002,10
20859,145906,10
975196,1783600,10
450496,962489,10
902041,268562,10
5043,1788819,10
4791,432268,10
272082,174086,8
744048,1687082,10
929882,131117,10
4232,187164,10
479124,136110,10
157200,137585,10
969211,1973664,10
31874,1082379,8
404345,648758,6
847224,1869763,8
338011,582430,8
292034,131698,10
365674,1424883,8
362951,2524821,10
428080,130727,10
684943,1884484,10
815331,1528337,8
934586,135750,10
908932,2812405,10
520573,124204,8
501946,1012189,8
220253,1064880,8
900609,265806,10
5660,217822,10
453227,1519172,10
765998,1979533,8
761343,124204,8
693900,1700282,10
759658,123373,10
608502,2035790,10
42544,127081,8
500996,132738,8
258449,2322793,4
375908,2576099,10
641237,166006,10
559493,123373,8
139166,686614,10
408732,1121351,10
965405,1842792,10
505733,147594,8
259195,1754708,8
669269,1016759,8
3888,131533,10
289063,961819,10
733207,2271345,8
385202,858304,10
77264,2228408,8
284546,2117864,8
180610,561264,10
745165,137585,10
880941,1187659,10
840261,148089,10
352839,1744232,10
186805,2599464,10
2927,1632303,10
674361,478490,10
639995,266651,6
248432,517802,10
543600,168012,10
955851,1489325,8
195098,132738,10
738630,2653183,10
934532,686720,10
200282,131698,6
322620,2921183,8
47673,1257763,10
267711,364862,10
828375,2754223,8
613870,1353354,8
626200,595269,10
234664,1993236,10
663258,144051,10
892131,226529,8
98054,228702,10
800340,152836,10
305494,1539576,8
39222,1064397,10
269485,2340996,8
772923,2390187,10
91474,1313746,8
362951,2319586,10
220749,1178721,8
832988,145906,10
914971,926842,10
843353,194182,8
891363,176025,10
435750,174086,8
516206,823534,10
657584,247465,8
311421,800975,8
530670,575727,10
167143,141300,10
739658,1769705,10
154356,814851,10
510827,1542250,8
343030,136110,10
758571,145417,10
944288,145906,8
622536,144051,4
433900,1227811,10
391164,459700,8
515163,2834294,8
809077,1746190,8
247801,145906,8
566103,1924247,10
614842,486350,10
92983,1223725,10
249449,341450,10
315776,1378631,8
437272,2776206,8
16001,1191107,8
183578,1295171,10
53519,1522253,8
686084,174086,10
835439,833599,8
174949,1254547,10
98796,1106697,10
674424,466603,10
33246,1647187,4
691468,1381018,8
404679,1176070,10
607993,131117,10
654298,2343054,10
743699,1954806,10
721821,383302,6
147545,127495,10
541289,1859039,8
166461,1638869,8
456178,174086,10
823062,2908287,10
733207,1634527,10
99752,1251617,8
17240,833666,10
188321,2192234,10
248464,123793,10
46566,2083361,8
2572,943243,10
953737,1057664,10
80808,1186050,10
362951,1887590,10
408317,1679420,8
706849,123793,8
483544,2095467,8
64965,566327,10
930026,188485,6
114370,162491,2
238654,2842622,8
605504,1927068,10
516433,597279,10
703338,125564,10
72537,1121132,10
661581,168592,10
403761,145906,10
104399,2945301,6
718971,1869056,10
429614,1415952,8
606519,1591403,10
42047,145906,6
194496,123793,6
696331,1339136,10
494590,1361906,10
22913,1775530,8
472534,1562164,10
497025,1366530,10
474580,916639,10
40834,1698166,8
958186,145906,8
572361,432275,8
34299,141548,2
590174,144714,10
522725,1238932,10
465163,244379,10
302483,125564,8
64234,1240309,10
513013,2290809,8
371823,354557,6
943955,730008,10
959955,146684,6
365424,127495,10
787654,730008,10
218766,610093,10
548077,143094,10
646844,2435040,10
96832,2837461,8
758651,1496340,10
697508,1773535,10
380128,154002,10
844923,1057664,10
243129,131533,10
56502,1293730,10
102434,166633,8
500692,1187659,10
776382,1364569,8
522605,349579,10
195165,526216,10
476389,577391,8
920220,1223725,10
277328,1308832,8
118846,2262637,8
680978,293711,6
549216,167112,10
164987,2488048,10
370856,166006,10
41736,1394843,8
257971,742741,10
948172,669228,8
276579,1769705,8
385925,863680,10
816012,499380,6
557788,168592,10
380654,133584,10
216754,197391,8
901623,144714,10
216497,131117,8
957499,1147823,10
153255,182915,10
51468,1325648,10
869570,151551,10
566079,269172,8
519879,153475,6
372327,125465,10
659410,1952622,10
379004,131117,8
577120,474493,2
688308,198271,6
222707,330238,10
225436,1144308,10
255153,125564,10
554489,766630,8
606815,1800440,8
58530,1435687,8
85200,744180,10
957660,1694131,10
776151,2921697,10
234240,1710886,10
945517,1730006,10
400751,755371,10
75968,1869763,10
866172,786827,10
197452,2011987,8
238791,2628747,8
555600,1049981,10
828767,162634,10
593656,1484383,8
109856,125564,10
294444,1183835,8
511712,1737394,10
795581,1866411,10
983817,1484383,10
106670,193179,8
301311,126335,10
149164,939721,10
916853,1441700,10
870991,257262,10
280478,763288,10
170650,770712,8
443191,144931,10
827209,1056939,10
277348,193179,10
955266,144051,10
5811,467817,10
651212,200393,10
368786,1979590,6
577947,131533,10
489140,534612,10
463180,126335,8
61655,144585,8
182185,1750582,8
536018,1956527,10
304787,1708327,10
63907,1931852,10
90365,1780063,10
776262,749329,10
495955,1661761,10
607354,139086,10
663413,1342040,8
339326,1377639,10
758644,147594,6
641212,1217094,10
931654,152836,8
569110,670966,6
662972,2590650,8
703052,126335,10
408502,1482652,6
487065,417055,10
645387,127865,10
37701,1077123,8
666574,141688,10
538760,1444142,8
191123,756784,10
566967,634755,8
449876,363135,10
731256,813428,8
36800,1675905,10
224761,1103425,10
13957,160612,8
813721,376219,6
998780,172914,10
334479,2499759,8
218188,416213,10
35049,1166927,10
562655,1763585,10
957998,138431,10
59129,2934055,8
667260,1859977,8
565246,127865,10
554683,145906,8
969644,1852937,4
125418,2824444,8
436781,865585,10
633324,172027,10
353685,1908561,6
931620,1279220,10
732824,1939936,10
353659,1164098,10
886779,1796472,10
778546,143094,10
768426,1809964,8
173604,1697200,10
669236,537285,8
9176,143094,10
362951,2558678,10
852194,125564,10
625138,814981,10
13910,2531779,10
901484,1996590,6
504712,758413,10
553521,144585,10
833675,1384766,8
82487,1359622,10
596539,172027,10
85882,928312,8
403767,1250367,4
860056,2337876,10
783070,1560875,8
751080,136860,10
334577,131117,10
830412,2210199,8
900431,147594,8
566309,1991314,8
962091,167112,10
191629,134393,10
635600,1207456,10
655100,1419083,8
837952,1446293,10
546218,982932,10
39231,126335,10
244120,1730589,10
304451,174086,8
19177,858304,8
770127,2779933,10
673553,1784020,8
204109,151551,10
324036,2443818,8
240162,183194,8
687728,166633,8
127203,2280839,8
490454,716777,10
508870,1424454,8
131998,172914,10
836704,2783742,6
877601,1687082,10
725870,1584000,8
369460,178058,6
276861,472922,10
736634,150752,8
411804,479018,10
827868,1695279,8
954571,166006,10
263436,154002,8
91564,188052,10
572621,137585,10
87735,948002,10
8275,2890525,8
449455,755371,10
255355,187984,8
252389,1108814,10
411380,1114041,10
803415,132738,10
792439,474665,8
133994,638318,10
849315,816840,10
775988,666332,6
463057,345146,10
139655,1378631,10
613975,871172,10
437619,1232187,10
41736,483545,8
189191,200393,8
632864,1636573,6
369299,386314,10
303285,1699007,8
23008,127865,10
254682,134015,8
815759,1779165,10
521226,131533,10
845728,152836,10
253258,963763,6
936028,2623770,10
740186,2411425,8
821140,939721,10
869616,139086,10
222585,755371,8
401024,921642,10
867054,1107693,10
523381,232082,6
230031,125465,10
855893,1695279,8
214108,536592,10
258097,174086,10
117966,1255234,8
624248,1565667,10
265421,2806944,10
947434,241019,6
9698,598696,6
522320,128959,8
469700,458666,10
920696,123793,10
173137,123793,8
474510,146684,10
44523,365727,10
471869,137585,10
469055,944061,10
749300,158028,8
998380,666332,10
313541,166006,10
985562,396894,10
936970,1984705,8
937916,1842923,10
765973,2684666,6
681920,1274956,10
252526,1733365,10
473067,1294261,10
995194,1889597,8
426635,902478,8
394198,1662059,10
626951,1979590,8
466487,1188264,10
937813,767710,8
367999,2517143,10
389304,1556013,10
780040,1057664,10
484170,1858651,8
356546,268562,8
938242,1859039,10
321962,1191124,10
660164,2902058,10
341845,986546,8
914914,354610,10
955533,1317846,10
501324,1399020,10
934797,989029,10
469514,787799,10
268004,146684,10
156054,144051,10
983950,871172,10
317441,789767,8
690715,168610,10
308564,2284114,10
790012,1798233,8
811999,1949394,10
745391,1176070,10
594617,1223725,8
61297,1312996,10
710205,786827,8
6321,1229740,8
5502,612756,10
505123,1225430,10
402094,263699,8
478263,1954824,10
605653,1458668,10
575504,125564,10
812550,1000270,10
289251,1613579,10
689795,1547971,6
603604,1846399,10
87079,1643568,10
990769,1337205,10
982122,132738,10
726392,1056939,8
917151,1567172,10
186696,638318,10
18520,305868,8
116231,638318,10
320760,2379488,8
559125,2605640,10
914453,1172052,10
506026,1574534,10
780133,155820,8
899407,132135,10
640524,1749759,8
489594,172027,10
45337,561215,10
100113,1348294,8
873774,1447941,10
702524,654681,10
568852,1313942,10
677024,172027,10
720081,2098200,8
764205,148690,10
762968,2634483,6
414232,1018136,10
239429,162634,10
483892,1173025,10
566676,2254041,8
401171,1529320,8
428640,1695279,8
969862,527885,10
837826,2656158,10
158128,517998,10
111436,187984,8
378937,2263252,8
490867,963476,8
58830,2063202,10
52765,614775,10
962303,1897655,10
96369,1913039,8
167871,168592,8
691104,1584916,8
53962,1954806,6
200219,145906,8
278626,943243,8
238564,131117,8
938750,1982555,10
794482,1665666,10
602028,452942,8
965150,545632,10
29832,131117,6
881028,673166,10
460702,2261828,8
952990,1010328,10
171562,131533,10
335852,940367,10
501324,407323,8
497417,515827,4
634684,147020,10
118638,166633,10
266161,1378631,10
954220,1074283,8
816209,176490,6
233480,987052,8
321571,180843,10
550533,125564,10
41222,200269,8
821598,1183835,10
980766,1308013,10
244120,784810,10
195050,2781713,10
190731,1595305,8
223468,619157,10
311699,123373,8
202032,2366148,2
165784,131533,10
631269,713790,8
766264,152662,8
253402,744993,8
112792,166633,8
879074,131117,8
880580,241019,8
188706,231133,10
640330,147440,10
468262,2524821,10
456355,966875,10
753076,453349,6
848082,1461623,10
466519,1179273,10
813562,405907,10
362160,1108555,10
596663,144931,10
218766,144051,10
160170,2035790,10
307698,1622747,10
287179,134015,10
447179,134393,4
456214,930279,10
784424,124553,8
189984,532135,10
869839,999526,10
593887,350977,8
776180,162634,8
427623,1259708,10
821829,240913,8
530073,1970298,6
223879,1219000,10
168473,2430068,10
530502,195076,10
160402,1769705,10
103378,1515649,10
271932,595269,8
215971,1056939,10
683607,131698,10
136028,1604219,10
552842,176025,6
472077,383730,10
244544,1977540,8
743484,1695878,10
776659,137585,8
312667,1179273,10
795966,174086,8
711445,851656,10
737728,721403,8
984476,174086,8
418475,517802,10
12860,1712415,10
918889,144585,6
666547,1108814,8
130118,1266176,10
679163,1940985,10
251013,814116,8
519023,1711936,10
474855,2917165,8
636599,329400,8
237135,588814,8
346086,1325648,8
537273,1174307,10
212429,144931,10
621018,134849,8
567111,1679360,10
453355,638318,10
